Income,Expenses,Savings,Loan Amount,Credit Score,Investments,Age,Employment Status,Marital Status,Dependents
9765,7894,2152,9363,512,43351,43,Employed,Single,4
5474,1824,546,12264,594,39974,46,Unemployed,Single,3
9787,9348,4888,13536,470,11223,60,Employed,Married,3
13807,9614,1904,17512,545,27254,18,Unemployed,Married,4
13204,8144,1682,11819,440,27722,26,Retired,Single,2
13682,6282,488,12191,539,20208,44,Employed,Single,1
11792,4637,1822,6499,610,21554,24,Unemployed,Single,4
12352,5398,3121,12079,715,21165,20,Unemployed,Single,3
7599,2335,3774,17668,697,28940,26,Employed,Married,0
9274,5654,3072,8762,321,20512,19,Unemployed,Single,3
7313,4278,3452,19248,377,10464,27,Employed,Married,1
13927,7909,649,6045,774,2979,34,Unemployed,Single,3
5218,5813,647,12176,652,29273,48,Employed,Single,4
4152,7146,380,11333,670,7612,18,Retired,Married,0
3056,9108,2066,18361,320,27763,35,Employed,Single,3
12396,5221,1863,8638,806,7022,23,Unemployed,Married,4
3143,9411,2290,13070,459,39849,55,Retired,Single,4
10218,3171,4224,5039,660,10768,58,Retired,Married,4
11559,2416,1199,15265,596,29055,59,Employed,Married,0
12674,7088,4504,2973,651,8832,64,Employed,Married,4
9361,7996,4887,4626,479,18639,21,Employed,Single,0
3615,3336,2990,16502,771,1299,57,Retired,Married,1
11062,3638,1107,7999,694,20426,21,Retired,Married,1
14830,5507,3447,2292,512,48264,52,Employed,Single,1
14520,3405,221,18488,829,31654,21,Unemployed,Married,4
8977,5489,1439,17451,694,47997,18,Retired,Married,0
14419,4985,617,14859,326,18664,58,Employed,Single,1
12780,6297,2570,16807,748,14028,60,Unemployed,Single,2
13681,4232,2755,3819,737,26437,48,Employed,Single,1
9984,9214,2790,12682,584,5589,36,Retired,Married,4
14195,2821,3942,14785,488,9133,38,Retired,Married,2
11890,4854,3309,1280,498,40400,47,Employed,Married,3
7971,8601,4054,13241,401,16459,69,Unemployed,Single,2
8781,6243,224,10011,778,20168,24,Retired,Single,3
14015,8514,2241,14147,523,8398,22,Employed,Married,2
3944,4912,4152,19816,816,24092,19,Employed,Married,0
12114,9325,3696,17146,826,13377,68,Unemployed,Single,2
10078,2857,3350,1629,740,10303,20,Unemployed,Married,1
4746,4981,3827,5499,816,26632,32,Retired,Married,3
14045,3266,1403,8634,529,43055,56,Unemployed,Single,3
8783,9719,4212,3014,413,47635,54,Unemployed,Married,1
12751,8663,409,10773,815,36068,27,Retired,Single,0
9907,3970,1916,17881,483,25353,26,Employed,Married,2
12275,1659,3438,8280,333,16265,40,Retired,Married,0
14730,4392,4067,8653,595,37759,31,Retired,Married,1
11625,6826,2859,19936,752,17897,62,Unemployed,Married,2
5926,5613,1983,11820,804,37999,50,Unemployed,Single,1
4089,9249,2051,7637,705,44636,33,Employed,Single,3
5957,9298,3701,13390,426,40320,37,Unemployed,Married,3
5612,6499,22,19367,441,9312,25,Employed,Married,3
9047,3070,2968,16155,427,43461,66,Employed,Married,4
9249,4905,744,3060,649,20231,55,Employed,Single,4
6759,7027,601,13697,823,34885,51,Retired,Married,3
10718,7348,3035,15313,762,44951,48,Unemployed,Single,4
7263,8317,1842,7510,543,43583,62,Unemployed,Single,4
13281,3127,2674,2950,485,41629,25,Employed,Married,1
4902,7643,4176,14387,532,36006,42,Unemployed,Single,2
5567,9896,2662,6063,813,40368,58,Employed,Single,3
13190,8058,482,14205,300,15031,30,Unemployed,Single,4
11075,6772,4036,11922,538,3433,35,Retired,Single,1
14306,9381,2639,7661,354,26378,67,Unemployed,Single,1
5994,5247,3311,3421,794,24393,58,Employed,Single,2
8229,3107,4128,1990,717,8166,51,Retired,Single,1
5010,6574,4375,13057,747,38141,53,Unemployed,Single,0
10377,8653,3825,1482,637,41914,67,Retired,Single,0
13083,8233,2199,2545,576,2471,34,Employed,Single,3
3830,1566,1682,4220,309,10018,29,Employed,Single,2
3048,9500,4796,12491,640,30616,33,Unemployed,Married,0
7210,9145,3608,642,403,31771,30,Employed,Single,2
4178,5658,1018,13332,644,18812,28,Unemployed,Married,3
8768,1902,4760,1586,669,16029,31,Employed,Married,1
10878,9425,2970,18793,497,5306,59,Employed,Married,1
14225,5666,1311,6504,313,14177,45,Employed,Married,1
3070,4425,1418,16438,637,4781,68,Unemployed,Single,0
10686,4493,2500,14627,841,27601,41,Unemployed,Single,2
10879,2271,2667,17225,756,19701,34,Unemployed,Single,0
8455,8871,1386,6928,825,7688,26,Unemployed,Married,4
11258,7213,1144,4587,735,18390,63,Employed,Single,2
8612,9667,2063,19290,665,35405,47,Retired,Married,3
8769,3056,4834,10186,700,26420,54,Unemployed,Married,0
4777,2651,1546,10124,781,38879,20,Employed,Married,1
10380,6814,2145,5056,409,24833,25,Employed,Married,1
5228,2717,2163,5982,705,13685,35,Unemployed,Single,1
12981,5444,3012,2272,608,33492,47,Unemployed,Married,0
11804,9539,4444,6141,459,20671,20,Employed,Single,0
13078,3542,4327,9161,354,36629,51,Unemployed,Single,1
12814,7803,3182,1071,555,9684,60,Unemployed,Married,1
11888,4169,3423,17120,833,28574,45,Retired,Single,1
9746,3613,4001,6376,721,6725,54,Retired,Married,4
9391,4477,3559,3630,563,12849,42,Unemployed,Married,0
12429,5878,1556,227,532,31793,47,Retired,Single,1
5406,8727,2686,15342,532,32171,24,Retired,Single,3
11440,7761,2332,6665,816,35253,63,Unemployed,Single,1
3637,1922,1656,14008,344,33651,46,Employed,Single,0
11090,1590,544,19954,735,7581,68,Employed,Single,3
3949,4872,391,7993,634,6221,19,Employed,Married,0
13096,7536,1988,14675,703,26545,43,Employed,Single,0
6587,3442,4085,1619,463,17127,58,Retired,Single,0
4111,5305,296,12885,555,6032,59,Retired,Married,2
11367,1597,1086,2204,365,40194,68,Unemployed,Married,3
3722,2979,4365,19087,387,37777,66,Unemployed,Married,4
6842,6126,3261,7742,539,16095,24,Employed,Single,4
6674,6647,4605,11694,610,22707,35,Employed,Married,2
7866,5147,1116,11818,557,22827,23,Unemployed,Married,0
13139,6943,1076,7574,813,31620,58,Unemployed,Married,4
3702,1579,495,9373,733,7307,57,Employed,Single,3
5128,7077,2995,11448,428,36896,44,Retired,Single,1
12118,3723,93,17181,625,38069,58,Retired,Married,3
7233,4069,4720,19383,316,7027,41,Retired,Single,0
14696,6018,4324,2764,641,49428,50,Retired,Single,3
5517,2623,720,10601,548,46013,48,Retired,Single,0
13589,4123,4362,11467,476,49148,51,Unemployed,Married,3
4149,2903,4376,8199,656,18330,39,Unemployed,Married,2
14572,4078,4026,10411,794,4440,41,Employed,Married,3
4878,1831,4055,6239,334,2545,53,Unemployed,Married,4
12445,8985,1106,14943,706,46612,45,Unemployed,Married,1
12675,2239,3932,13617,309,32480,37,Unemployed,Single,2
3309,9733,3722,3329,830,33797,35,Unemployed,Single,3
6952,6480,1371,11563,834,43431,59,Employed,Married,0
10728,5378,422,5584,394,31944,49,Unemployed,Single,2
6049,3449,2005,8805,749,29336,50,Unemployed,Married,4
8766,4960,4549,9089,519,37447,27,Employed,Single,1
12756,3628,4602,13639,395,15764,26,Unemployed,Single,1
12692,5997,4411,15488,680,22531,42,Employed,Married,3
9412,3654,763,11110,506,1125,30,Retired,Married,4
7865,6730,3368,1160,545,38676,64,Retired,Single,4
3015,8944,897,12173,809,29432,67,Unemployed,Single,1
3605,2737,952,19994,382,7642,62,Unemployed,Married,1
12573,6740,2922,7331,616,42613,22,Unemployed,Single,4
7908,6315,4479,14684,404,33115,48,Unemployed,Married,1
11006,1756,3197,18387,669,25525,48,Retired,Married,0
14575,3220,4198,14798,479,47416,51,Retired,Married,1
12086,8847,899,1527,382,42700,43,Unemployed,Single,0
12759,8576,4023,15220,831,41721,24,Employed,Married,1
9412,2571,4205,10105,800,25866,58,Employed,Married,2
11605,3122,3641,13896,647,12183,68,Retired,Married,2
7120,3566,3543,13085,571,32090,63,Employed,Married,2
13196,2397,3641,15205,630,11769,66,Unemployed,Single,0
11507,6675,4765,10198,688,11931,69,Unemployed,Married,0
7666,9773,3090,12398,436,19077,37,Unemployed,Married,3
7820,5674,4479,6626,660,39655,60,Unemployed,Single,3
10835,7281,761,2855,581,26895,39,Unemployed,Married,1
14247,5444,2407,3964,501,3821,22,Employed,Married,0
4849,7926,885,14609,830,32736,29,Employed,Married,2
4953,6935,2643,14490,315,15754,38,Retired,Married,2
11580,4435,3243,18058,413,49793,26,Retired,Single,2
5769,7333,1235,13330,367,17218,46,Employed,Single,1
6046,9588,2933,2392,329,45189,44,Employed,Single,0
10594,1961,1468,16262,818,2395,34,Retired,Single,1
9840,1616,9,6878,321,4961,57,Unemployed,Single,4
8066,7285,791,14904,730,36382,41,Retired,Single,4
5415,8007,1662,1921,329,48821,44,Retired,Married,3
5389,7330,743,10884,709,24254,25,Employed,Single,0
8924,6061,2428,4433,348,18928,61,Retired,Married,2
11495,9627,3493,18211,624,38993,46,Retired,Married,0
3763,2159,4546,10691,787,13093,36,Employed,Single,3
10541,3622,1116,716,597,15702,27,Unemployed,Married,2
13165,3086,2441,17014,480,46457,41,Unemployed,Married,1
3815,6182,1354,3768,421,27356,51,Unemployed,Married,2
9255,8299,2480,2707,423,8986,57,Employed,Single,4
3877,8487,3001,16151,752,27726,48,Retired,Married,1
10173,9475,1186,19741,565,48428,63,Unemployed,Single,2
10073,4382,4087,9499,327,13660,68,Retired,Single,1
7798,6749,2831,16306,558,8034,21,Employed,Married,4
9989,4311,3661,5033,376,43405,58,Unemployed,Single,4
8039,7027,1748,4386,731,14580,62,Unemployed,Married,0
13518,3384,2863,12150,334,43928,48,Retired,Single,4
13621,6573,1114,8157,735,18480,26,Unemployed,Single,4
13252,6916,3264,14113,413,2204,43,Employed,Single,4
12771,7300,3090,15974,361,43880,30,Retired,Single,3
13393,8395,1063,7675,351,25331,65,Retired,Married,4
9324,7815,3748,18251,415,4583,43,Unemployed,Single,0
14789,6430,4545,16410,346,17256,18,Unemployed,Married,1
12395,3865,2732,15826,737,45099,57,Unemployed,Married,3
13616,2354,1872,12841,711,8539,26,Unemployed,Married,1
5823,4228,4720,9124,400,45379,48,Retired,Married,1
8287,2415,1969,6588,578,35806,41,Retired,Single,0
6285,8673,884,15822,406,23310,62,Unemployed,Single,3
13255,6438,3963,16850,334,9223,66,Retired,Married,2
13171,1631,3678,13536,658,11160,39,Employed,Married,4
14323,5093,318,2700,301,20358,26,Retired,Married,1
10433,1793,3816,8809,791,32339,56,Employed,Single,1
9174,5185,3717,15115,571,12522,40,Employed,Single,0
14284,9516,3195,12745,443,37336,37,Employed,Married,0
7826,9262,1374,19071,734,28501,59,Unemployed,Single,0
6664,8346,487,5332,750,29014,38,Retired,Single,3
13528,9084,450,12159,527,45082,44,Employed,Single,4
14806,8810,352,179,844,9298,22,Unemployed,Single,3
3497,6856,1940,7996,513,1201,34,Retired,Married,0
10641,1786,2367,10777,547,8956,51,Retired,Single,0
7643,8086,3236,14862,707,8385,26,Unemployed,Married,1
8056,6803,247,5464,352,7007,51,Retired,Married,3
3131,4616,3503,17305,613,35562,27,Unemployed,Single,3
8443,7374,567,3092,673,2408,61,Unemployed,Married,4
3857,8470,683,5527,336,1916,19,Unemployed,Single,3
11712,9648,643,11791,823,8778,64,Retired,Single,4
11221,9944,478,13727,383,43644,42,Unemployed,Married,2
9147,2735,2760,2719,393,48208,20,Unemployed,Married,4
14588,2499,4463,15912,714,7346,51,Retired,Single,0
7604,5260,4452,15467,641,49637,24,Employed,Married,2
12452,5616,1368,12924,849,36934,45,Unemployed,Married,1
4558,5911,2226,9215,720,41112,26,Unemployed,Single,1
3015,7057,3496,16535,647,17448,28,Employed,Single,1
6605,6852,3612,15241,427,37418,46,Retired,Married,0
4607,5183,4007,1144,451,15715,33,Retired,Married,1
8935,3761,1842,4534,821,40166,56,Retired,Single,4
14709,3353,3377,14635,337,35783,46,Unemployed,Single,0
5016,8395,2414,720,726,26897,30,Employed,Single,3
6574,4490,1059,19613,404,49708,52,Retired,Single,0
10274,2362,1644,1006,464,37792,28,Employed,Married,0
12935,6027,4923,11490,843,23698,52,Retired,Single,3
6791,2719,1811,7099,511,42572,64,Unemployed,Single,4
9406,5295,2193,12311,825,9843,25,Retired,Single,2
14826,2027,2427,537,431,46773,24,Employed,Single,3
4088,8869,167,15929,451,32551,22,Employed,Single,0
4361,4422,4182,11016,395,35155,23,Employed,Single,1
14564,7349,153,2685,802,28442,68,Unemployed,Single,3
7473,2662,2544,1980,821,27696,52,Retired,Married,3
8294,2346,3868,5906,673,22563,47,Unemployed,Single,2
10106,8459,314,539,315,23982,28,Unemployed,Single,0
10319,4586,722,12076,317,23863,55,Employed,Married,1
11667,4783,3631,7261,708,5763,44,Employed,Married,1
12481,4823,3345,9220,306,28771,38,Unemployed,Married,2
11520,1945,2811,51,544,33198,31,Unemployed,Married,1
13031,2525,2309,1686,428,21493,66,Retired,Single,4
4186,2859,2501,19205,754,6535,52,Employed,Married,3
6414,9710,3333,8096,371,33519,46,Employed,Married,3
8486,7613,2023,10032,459,13020,41,Employed,Married,1
6536,1971,349,8616,386,30745,53,Retired,Single,1
4773,1527,823,10319,700,31906,58,Retired,Single,1
13255,4736,437,8545,761,36896,62,Employed,Single,3
13036,5448,168,3690,828,22250,49,Employed,Married,1
8415,7672,3819,18073,388,38853,23,Unemployed,Single,4
5558,3479,3414,8484,305,12297,27,Unemployed,Single,4
8907,6421,3301,716,383,27783,37,Retired,Single,3
8079,3826,4118,4575,549,17257,37,Employed,Married,0
12454,3830,3035,10670,715,39766,43,Unemployed,Single,0
9724,9146,4376,15637,371,47791,38,Unemployed,Single,0
8420,2502,3590,16346,411,45137,62,Employed,Married,4
6291,7948,2769,637,471,31086,40,Employed,Single,2
12210,8337,2300,7979,572,25063,63,Unemployed,Married,0
12981,7967,4499,9491,829,44282,29,Employed,Single,2
6524,8854,2180,12631,618,30984,30,Employed,Married,3
6504,4029,3345,8903,381,19421,27,Retired,Single,4
11998,2930,2665,11725,374,42922,24,Unemployed,Married,0
8989,5412,231,12070,728,2243,54,Unemployed,Married,4
5666,3032,2592,3341,759,43829,29,Retired,Married,3
11596,3392,4174,16068,645,22863,42,Retired,Married,4
10140,2921,1058,5550,548,33337,19,Unemployed,Single,1
11785,7268,2542,18167,686,35421,57,Unemployed,Married,0
9895,4318,1133,14688,662,25688,43,Employed,Married,4
7107,7117,3646,17872,595,8974,57,Employed,Single,4
6280,2695,2375,16851,367,10491,68,Unemployed,Married,4
5212,7729,3880,5583,737,3304,22,Employed,Married,3
11078,6805,2737,12113,831,30000,25,Employed,Married,0
12734,9577,2431,17801,432,24304,59,Employed,Single,0
10601,2342,1387,18160,594,12498,62,Retired,Single,1
3613,6700,3303,1081,595,13338,26,Unemployed,Single,1
3868,7421,1437,13437,332,4814,56,Unemployed,Single,4
3811,1794,3365,19309,673,25796,37,Unemployed,Married,0
13014,7597,4642,4084,331,28219,69,Employed,Married,0
7862,7912,1729,12253,604,30925,68,Employed,Single,4
7177,8178,2439,7628,407,13509,28,Retired,Married,2
4744,6520,3173,6195,395,38806,57,Retired,Single,0
5256,7243,3907,1011,365,49793,39,Unemployed,Married,4
10612,1610,1316,813,820,14365,33,Retired,Single,4
14859,6364,684,12138,529,31326,59,Retired,Single,2
11713,3148,2588,272,657,37549,55,Employed,Single,1
10196,7881,3543,15682,701,35726,59,Unemployed,Single,4
8423,3881,3087,16192,398,40109,27,Unemployed,Married,0
8089,1605,1675,18100,570,10224,42,Retired,Single,1
9608,7318,2113,6276,661,6082,36,Employed,Single,1
12717,1881,957,6828,463,21706,21,Retired,Married,1
4469,5856,3543,356,827,41069,36,Retired,Single,4
5675,7418,3094,13654,468,48043,20,Unemployed,Single,0
4513,2816,4797,203,320,16375,34,Employed,Married,2
7876,6954,2807,17980,839,31934,31,Retired,Married,3
4451,5574,820,6614,696,28759,27,Retired,Single,3
7654,6304,887,14799,335,30526,23,Employed,Married,1
14622,2406,3728,496,794,20612,48,Retired,Single,3
6007,9121,3993,12989,613,18859,48,Unemployed,Single,3
6124,2162,3084,16446,789,36175,65,Retired,Married,4
4753,8218,875,1579,575,24927,26,Unemployed,Single,2
4612,2442,4261,4876,532,47013,29,Unemployed,Married,3
6275,9849,3996,7850,735,44927,61,Unemployed,Married,2
11747,7915,556,4125,305,39183,63,Unemployed,Married,3
5049,4809,2214,19097,834,36013,43,Unemployed,Single,1
3824,2826,708,5328,543,23073,19,Unemployed,Single,1
14041,3606,717,16200,540,21721,59,Retired,Married,2
6030,6299,3665,9272,572,7572,21,Employed,Married,2
4081,4438,2144,11696,374,4950,49,Retired,Married,2
14517,3983,2019,3379,582,20042,45,Employed,Married,2
8299,2875,3779,17982,834,11006,23,Retired,Single,0
3492,9356,290,16119,386,41253,47,Employed,Single,1
7764,1744,2183,16012,448,20667,45,Retired,Married,3
10202,3848,3879,19562,449,18680,30,Unemployed,Single,0
11266,1979,2936,3372,459,28731,63,Employed,Married,2
14183,3435,2414,17453,745,35415,53,Retired,Married,3
6360,7257,2295,14412,381,48813,27,Unemployed,Single,1
11562,1587,2813,19160,306,10356,27,Retired,Married,2
7682,1678,1237,1192,481,41860,22,Employed,Married,4
3328,1662,2117,17197,825,23013,46,Retired,Single,2
12982,4140,4841,1152,777,4244,53,Retired,Married,3
11968,3848,3043,1883,482,24571,29,Unemployed,Married,1
13214,3921,3087,16651,613,37793,39,Unemployed,Single,2
7674,5798,3558,2812,473,12892,63,Unemployed,Single,1
7316,5642,698,12872,313,42462,56,Employed,Single,0
12379,6003,2853,6562,599,14877,19,Unemployed,Single,4
12695,2717,3808,7013,372,23754,31,Employed,Single,0
14483,3974,4619,5177,813,21588,27,Unemployed,Married,4
8803,2429,1845,16767,642,42770,65,Unemployed,Married,0
6325,9458,4014,19234,695,24638,20,Unemployed,Single,1
11379,3002,3182,17433,632,1785,25,Unemployed,Single,1
4214,1920,463,18217,654,1227,34,Employed,Single,0
10556,7330,3860,8989,462,5947,21,Employed,Single,3
14478,5858,450,4467,415,8477,38,Employed,Single,0
14638,2949,1915,19359,702,18211,47,Unemployed,Married,2
12301,7311,923,5155,378,14894,36,Unemployed,Single,3
13713,9371,3622,14136,746,29387,32,Unemployed,Single,1
11722,1606,315,17674,307,11217,37,Employed,Married,0
12262,5549,4766,7961,322,48488,59,Retired,Single,3
6136,9789,4793,7186,842,40024,47,Retired,Married,2
12154,3403,1376,7506,713,12556,27,Retired,Single,4
9618,9149,2815,18571,708,12568,40,Employed,Married,1
8265,5070,1262,8258,321,27914,41,Retired,Single,3
10089,6876,1127,13302,702,26704,29,Employed,Single,3
10965,1542,2925,16183,456,23466,26,Employed,Married,3
12597,7885,1052,7791,629,9482,32,Unemployed,Married,0
14329,3077,4184,6770,321,20932,46,Unemployed,Single,1
11708,7565,2422,9893,771,8688,35,Employed,Married,1
14356,7385,3468,17989,563,1059,37,Retired,Single,0
9569,5077,4459,7987,602,39199,18,Employed,Married,0
4491,4738,4021,7165,764,29777,20,Employed,Married,0
8213,6744,4409,13514,463,20054,25,Retired,Single,2
14881,3634,547,4505,435,48192,56,Unemployed,Single,3
7228,5392,4891,5807,551,4339,48,Employed,Married,2
10508,5821,3523,6256,504,20173,64,Unemployed,Single,1
7409,7276,1529,15156,601,33582,25,Unemployed,Married,0
3590,7328,106,11908,541,37422,32,Unemployed,Single,3
10379,5315,856,4284,360,46955,39,Employed,Single,4
12735,1795,2984,14438,764,28068,49,Retired,Married,3
6056,1913,4386,2154,601,39316,22,Retired,Single,4
5206,7456,4712,7742,771,22486,61,Unemployed,Married,3
14531,7778,1250,14227,693,31641,61,Unemployed,Married,0
5708,8168,1611,14265,558,20046,26,Retired,Single,4
8981,9695,1790,19188,841,17585,58,Unemployed,Single,4
8722,1677,867,18604,829,8087,32,Retired,Married,1
3747,5854,2769,9190,486,47102,64,Retired,Married,3
11992,7414,4253,17105,511,42430,69,Employed,Married,2
9553,6982,327,19778,334,41711,61,Unemployed,Married,2
4497,4771,3816,4025,446,37124,54,Unemployed,Married,1
4379,8187,3148,15907,581,29330,50,Employed,Single,1
11871,6892,3381,14469,846,44316,39,Retired,Married,1
10360,1789,2374,5156,548,37741,68,Unemployed,Married,0
6770,9925,2555,14428,356,14020,28,Employed,Married,0
6342,1907,4965,14410,604,44543,67,Retired,Married,0
12088,2193,1130,10995,821,5471,23,Employed,Married,0
4546,2669,4336,4812,660,28122,34,Employed,Married,1
6126,9282,2482,8650,536,4123,63,Employed,Married,1
8889,4544,3099,16058,533,12333,61,Employed,Married,0
9208,7030,2751,2456,522,39771,22,Retired,Married,0
11875,6492,3320,16590,626,4790,56,Employed,Married,4
4295,5424,1556,17740,397,33036,65,Retired,Single,3
4385,8470,3543,12960,525,40289,26,Employed,Single,4
3942,4812,4508,11788,788,36878,46,Employed,Single,3
6280,5818,568,7156,777,25923,40,Unemployed,Married,0
4033,3188,1654,14265,633,2601,64,Unemployed,Married,0
5786,1967,3236,8151,811,12788,53,Unemployed,Married,0
5233,3922,3119,10987,681,22307,48,Unemployed,Married,4
14837,8779,3733,12560,722,28129,37,Employed,Married,1
4620,6007,3229,2673,647,13712,40,Employed,Single,3
6535,6221,150,14999,452,23303,24,Retired,Married,4
6205,6871,2272,17433,751,47515,63,Employed,Married,0
5882,9041,4351,6823,589,17004,53,Retired,Married,1
3170,2986,2108,18975,418,21162,21,Employed,Married,4
11140,5249,1795,6876,513,42281,41,Employed,Married,3
12745,9559,2427,5973,738,29237,31,Retired,Married,0
6897,4003,3514,8282,746,11489,42,Unemployed,Single,3
12787,9355,348,8667,341,17563,24,Employed,Married,0
12815,8555,2078,8056,694,21349,32,Unemployed,Single,0
7122,1899,396,2046,546,47059,61,Retired,Married,2
8109,5882,2976,7736,590,29143,63,Employed,Married,3
12283,3039,2609,3690,547,49805,30,Retired,Married,1
5837,9928,1158,19650,748,16685,36,Employed,Single,0
11599,8685,145,2745,383,27609,29,Retired,Married,1
8228,6410,2226,2639,520,42697,65,Retired,Single,4
7169,6009,263,76,350,37487,43,Unemployed,Married,0
9721,7551,4299,6473,849,12117,65,Unemployed,Married,0
3679,7652,3101,10622,486,24041,50,Unemployed,Married,0
10429,5624,2106,19888,824,27009,32,Employed,Married,1
8487,3895,3080,18808,522,45602,54,Retired,Single,2
3236,5450,987,5296,764,20678,23,Unemployed,Married,3
13966,1949,1347,18605,718,37623,42,Employed,Single,0
14629,1879,1360,405,386,14369,34,Unemployed,Single,3
14549,8785,2838,18513,558,36519,60,Employed,Married,3
9804,3801,1726,12308,480,29209,53,Retired,Single,3
14069,9210,2289,15345,610,34492,67,Retired,Single,1
5423,7292,907,397,472,43213,69,Retired,Married,3
14339,8716,1183,14665,621,10369,63,Employed,Single,4
4032,6405,2824,14560,639,43256,26,Retired,Single,1
9339,7499,1258,19857,795,41817,45,Employed,Married,1
14046,8622,198,10000,544,14357,52,Employed,Married,4
5940,2099,1056,4989,804,26470,20,Employed,Single,2
14893,8788,2455,18328,628,19883,28,Retired,Single,2
8409,9421,3365,8629,495,2329,37,Retired,Single,0
6132,3067,1260,5391,361,28050,40,Retired,Single,2
10080,2594,3978,222,324,32407,47,Employed,Single,0
14652,7691,2835,17994,677,13538,54,Retired,Married,3
7942,2958,1313,7830,594,19834,53,Employed,Single,0
9961,9546,1902,16230,351,47821,61,Retired,Single,2
13115,6434,3975,4000,339,48303,29,Employed,Married,0
10730,2854,577,19048,756,43129,53,Unemployed,Married,1
3633,7973,4430,17449,301,30746,52,Retired,Single,2
9822,9904,1020,13487,768,40825,51,Retired,Married,0
7103,5394,3653,5393,405,12631,21,Employed,Single,2
12584,9532,3844,603,515,44327,41,Employed,Married,4
9487,4463,3573,6295,713,5294,53,Employed,Married,2
6446,4542,2293,8380,509,43424,45,Unemployed,Married,4
8738,8473,610,7103,357,47138,56,Retired,Married,0
6098,8639,328,17021,342,19114,19,Employed,Married,4
11097,8430,546,14546,437,9149,60,Unemployed,Single,2
8476,3232,338,15456,788,48246,22,Unemployed,Single,1
11253,9370,3181,18228,768,34891,45,Employed,Married,4
8181,6840,3041,14674,688,24577,30,Retired,Married,2
13661,6611,806,46,497,33175,53,Employed,Married,1
4817,4581,1033,819,501,49134,26,Employed,Married,3
11824,9302,3273,3807,491,19413,56,Employed,Single,4
7887,9027,3987,19406,406,40642,47,Unemployed,Married,4
5598,6368,3333,1080,626,4766,44,Unemployed,Married,0
14643,3029,2740,3146,656,42355,30,Retired,Single,3
12492,2581,4525,17661,800,40824,59,Unemployed,Married,0
5653,9494,4901,11926,583,27056,56,Employed,Single,0
4454,5031,1696,15930,767,9299,67,Unemployed,Married,2
4138,2216,3650,15172,807,37331,45,Retired,Married,0
8807,7729,2082,15287,405,44866,35,Employed,Single,4
6192,1704,1998,6741,593,8849,51,Employed,Married,0
9116,8284,4652,2217,365,14771,38,Unemployed,Single,1
13402,5594,1685,2886,494,30604,18,Unemployed,Single,4
6759,6982,4586,13344,487,7035,62,Retired,Single,2
6029,7240,1603,8987,346,16104,40,Employed,Single,0
12552,8719,4349,19712,661,8959,51,Retired,Married,1
13618,7654,4112,7293,836,4196,53,Unemployed,Married,1
8095,6342,260,3006,786,37899,26,Employed,Single,4
3063,9603,3796,6958,545,20459,25,Unemployed,Single,0
4345,3518,2775,10581,477,1412,67,Employed,Single,1
3974,6551,500,4143,414,28734,47,Retired,Single,0
7161,9335,1015,14699,464,9674,65,Employed,Single,4
8962,2938,2333,17602,518,12151,53,Unemployed,Married,3
14820,5586,2054,8018,496,37615,53,Employed,Married,1
12814,6627,3963,9952,700,9794,35,Retired,Single,2
11649,3552,3674,8916,375,25358,19,Unemployed,Married,0
9596,9029,4055,17728,725,34849,28,Retired,Married,4
6330,8647,2706,137,586,29843,69,Employed,Single,4
4740,5868,2099,14156,844,25046,53,Employed,Married,2
14218,6017,2565,13381,598,9216,48,Employed,Single,3
9055,3812,3017,13893,593,9389,48,Employed,Single,0
9321,7077,108,16360,746,42382,41,Unemployed,Married,3
4954,2744,3422,19143,713,18525,63,Employed,Married,4
3279,3916,65,58,730,11245,38,Unemployed,Single,1
5391,7990,3081,17154,529,18504,49,Unemployed,Married,3
12232,7668,4297,388,395,13359,66,Unemployed,Single,1
9439,7339,2948,12116,738,32648,47,Employed,Single,2
3961,9906,213,19806,470,5527,25,Employed,Single,4
9827,8597,4422,7012,616,46435,50,Retired,Single,1
4217,6509,1040,12626,843,27369,68,Employed,Single,0
14412,3082,4618,4852,790,7693,68,Employed,Single,4
11566,9376,987,16979,687,38671,56,Employed,Single,2
9007,3927,3195,8627,371,33823,18,Unemployed,Married,0
7130,7221,503,1982,831,24142,50,Retired,Married,4
4392,9923,755,14816,538,14414,59,Employed,Single,3
5076,6430,1341,11060,388,36031,30,Retired,Married,4
11966,5853,2588,12401,834,29274,39,Unemployed,Married,0
7316,9332,1381,10411,453,42250,22,Retired,Single,1
9196,6875,2987,8209,489,16050,29,Retired,Single,1
14616,1902,2844,5429,714,19378,46,Retired,Married,4
13315,8067,2519,12158,453,18218,20,Retired,Single,4
7589,6365,3726,18076,638,39038,68,Retired,Married,2
14785,9646,1887,19154,816,15272,53,Unemployed,Single,3
11142,1564,1323,4376,334,15526,64,Employed,Single,2
9260,3737,3809,19651,825,15742,62,Retired,Single,2
11471,9270,3747,18079,836,43874,28,Unemployed,Single,1
10897,1672,2131,13978,517,44561,43,Unemployed,Married,1
7841,9435,2424,17970,553,35269,19,Employed,Single,0
14003,4175,3384,12705,502,16295,46,Unemployed,Single,2
13534,5505,2251,10861,400,16553,58,Employed,Single,0
10161,8044,1008,7965,660,45281,46,Retired,Married,4
12666,2448,1317,18652,477,22072,61,Unemployed,Married,0
13049,3194,3216,10248,575,5136,53,Unemployed,Single,1
14081,6257,4634,14220,611,15705,36,Unemployed,Single,2
